year_trimmed_final,donor_trimmed_final,organization_name_trimmed_final,city_trimmed_final,county,state_trimmed_final,dues_paid,president_trimmed_final,delegates_trimmed_final,clubs_sending_greetings_trimmed_final,source_image,notes
1918,,City Federation,Denver,,CO,$1.40,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Self Improvement Lillikaulani Club,Pueblo,,CO,$2.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Sorosis Club,Kansas City,,MO,$6.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Domestic Science Club,New Orleans,,LA,$4.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Woman's Self Improvement Club,Milwaukee,,WI,$4.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Tennessee State Federation,,,TN,$3.40,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Phyllis Wheatley Club,Nashville,,TN,$4.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,G W hubbard Hospital Club,Nashville,,TN,$2.40,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,City Federation of Philadelphia,Philadelphia,,PA,$3.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Lincoln Musical Club,Boston,,MA,$2.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Council of Colored Women,Richmond,,VA,$10.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Richmond Neighborhood Association,Richmond,,VA,$6.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Colored Women's Council,Portland,,OR,$5.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Colored Women's Republican Club,Portland,,OR,$4.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Iowa State Federation,,,IA,$5.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Northwestern Federation,,,,$5.00,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Oregon State Federation,,,OR,$2.50,,,,https://drive.google.com/open?id=1WMYn0ekjr_bZ95XYzVkGq-oe-5E-8wCL,
1918,,Rhode Island State Federation,,,,$5.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Nebraska State Federation,,,NE,$10.50,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,New Jersey State Federation,,,NJ,$7.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Virginia State Federation,,,VA,$10.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Minnesota State Federation,,,,$5.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Florida State Federation,,,,$7.20,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,Mrs V C Haley,,,,,$15.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Utah Club,,,,$1.50,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Minute Baltimore Convention,Baltimore,,MD,$0.10,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,,Kansas City,,MO,$2.20,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,St Joe City Federation,St Joe,,MO,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Whatsoever Club,St Joe,,MO,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Carnation Art Club,Denver,,CO,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,City Federation of Little Rock,Little Rock,,AR,$2.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Callonan Industrial Club,Des Moines,,IA,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Young Matrons' Culture Club,Chicago,,IL,$3.60,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Afro-American Woman's Club,Spokane,,WA,$3.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Dunbar Club,Spokane,,WA,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Evansville City Federation,Evansville,,IN,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Mothers' Club,Guthrie,,OK,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Housekeepers' Club,Mound Bayou,,MS,$2.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Golden Rule Club,Springfield,,OH,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,North Side Woman's Club,Chicago,,IL,$3.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Olympia Art and Literary Club,Colorado Springs,,CO,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Golden Link Art Club,Wichita,,KS,$1.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,City Federation,Cincinnati,,OH,$6.00,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Webb Art Club,Cincinnati,,OH,$2.50,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Olympia Art Club,Colorado Springs,,CO,$0.50,,,,https://drive.google.com/open?id=1imYzC74V_1-TuC_VtPUx1UcGn8HsYu-P,
1918,,Clemantis Circle,Fort Worth,,TX,$1.20,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,New York State Federation,,,NY,$8.00,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Sojourner Truth Club,Los Angeles,,CA,$4.20,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Ladies' Home and Foreign Missionary Society,Ogden,,UT,$1.00,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Woman's Reading Club,Gainesville,,TX,$2.00,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,State Union of Massachusetts Federation,,,MA,$5.00,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Denver Poro Club,Denver,,CO,$1.20,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Phyllis Wheatley Club,Pueblo,,CO,$1.40,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Dorcas Watson W C T U,Pueblo,,CO,$1.10,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,City Federation of Pueblo,Pueblo,,CO,$1.00,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,Mothers' Club,Pueblo,,CO,$1.00,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,,N A C W,,,,$1.40,,,,https://drive.google.com/open?id=1mtwBHIAjiGNPjwlwFdtImJbDomaEIe-g,
1918,M E Jackson,,Wilmington,,DE,$13.00,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Ladies' Friday Afternoon Club,Bellaire,,OH,$1.00,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Sierre Leon Club Tacoma,,,WA,$1.20,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Chicago Federation,Chicago,,IL,$10.00,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Progressive Embroidery Club,Massilon,,OH,$2.25,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Pieran Coterie Club,Columbus,,OH,$2.10,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Century Club,Mt Venue,,OH,$4.25,,,,https://drive.google.com/open?id=1TnhBCi_5Uj4fXEUTgXN_ZL4ZOtVP1E0T,
1919,,Carnation Art Club,Denver,,CO,$2.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1919,,Etta M Banton,Kingston,,NC,$2.70,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1919,,Rose of New England Women's League,,,CT,$1.20,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1919,,Sadie N Carey,,,OK,$3.50,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1919,,Wilberforce Club,Wilberforce,,OH,$3.50,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1919,,Phyllis Wheatley Club,Billings,,MT,$3.30,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1919,,Literary and Art Club,,,,$4.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,State Federation of South Carolina,,,SC,$14.20,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Sunlight Club,Orangeburg,,SC,$4.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,State Federation of Indiana,,,IN,$5.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Willing Workers' Society,Detroit,,MI,$15.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Enterprise Charity Club,Toledo,,OH,$4.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Mutual Improvement Club,Kalispell,,MT,$1.50,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Decaynia Club,Guthrie,,OK,$1.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Phyllis Wheatley Club,York,,PA,$1.70,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Phyllis Wheatley Club,Fort Smith,,AR,$3.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Improvement League,Beckley,,WV,$2.70,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Woman's Improvement Club,Louisville,,KY,$9.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,M E Steward,,,,,$13.97,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Douglass Home,Orangeburg,,SC,$7.10,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Social Hour Club,Point Pleasant,,WV,$2.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,City Federation,Kansas City,,MO,$3.00,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Mary Church Terrell Club,Texarkana,,TX,$2.40,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Dumar Art Club,Topeka,,KS,$2.20,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,,Wednesday Art Club,Spokane,,WA,$0.75,,,,https://drive.google.com/open?id=1i4RgCt-pceSZYoPu4ZTvPhcbff4mo-04,
1920,Mrs Carrie Pittman,,French Lick,,IN,$4.80,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Rain or Shine Club,Gary,,IN,$5.40,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Booker T Washington Club,Wichita,,KS,$2.40,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Social Hour Club,Point Pleasant,,WV,$2.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,State Federation of Delaware,,,DE,$49.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Thonny Lafon Co-operative Club,New Orleans,,LA,$1.50,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,King's Daughters,Detroit,,MI,$4.80,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,American Beauty Art Club,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Ladies' Home Circle,Jackson,,,$5.40,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Neighborhood Club,Wilberforce,,OH,$4.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Mrs Verena G Lucas,Adrian,,MI,$2.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Phyllis Wheatley Club,New Orleans,,LA,$9.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Pennsylvania State Federation,,,PA,$25.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Progressive Club,Wilberforce,,OH,$6.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Addie W Dickerson,,,,$2.90,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Mrs Bessie Bright,Topeka,,KS,$1.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,,,,IN,$8.10,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Nannie Burroughs Club,,,,$1.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Mrs L C Tatum,Muskogee,,OK,$3.90,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,S E Marks,Montgomery,,WV,$2.70,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Women's Club,Little Rock,,AR,$4.50,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Pleasant Hour Club,Helena,,MT,$4.35,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Delia Robia Club,Philadelphia,,PA,$4.00,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,General Uplift Cutting Club,Philadelphia,,PA,$1.50,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Mary S Tribbit Club,Philadelphia,,PA,$1.50,,,,https://drive.google.com/open?id=1roERRrcas3kLCFAnph_vk4qCrJwAUpt9,
1920,,Home Comfort Club,Toronto,,,$4.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,how to denote canada?
1920,,Dunbar Club,Yazoo,,MS,$2.50,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Beatrice Club,Crawfordsville,,IN,$3.60,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Tuskegee Women's Club,Tuskegee,,AL,$20.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Friends' Club,Indianapolis,,IN,$5.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
,,Phyllis Wheatley Club,Chicago,,IL,$16.50,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,City Federation,Oklahoma City,,OK,$2.80,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Women's Emergency Service League,West Baden,,IN,$1.50,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,North Side Iroquois League,Evanston,,IL,$12.75,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Winfield Club,Philadelphia,,PA,$1.70,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Mothers' Club,Philadelphia,,PA,$5.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Coterie Club,Philadelphia,,PA,$1.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,City Federation,Philadelphia,,PA,$4.50,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Coterie Club,Philadelphia,,PA,$1.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,Mme C J Walker,Hair Culturists Union,,,,$3.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Violet Sewing Club,,,,$2.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Ruth L Bennett Improvement Club,Chester,,PA,$9.90,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Negro Women's Industrial Union of America,,,,$5.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Webb Art Club,Cincinnati,,OH,$3.75,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Phyllis Wheatley Club,Terre Haute,,IN,$4.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,City Federation,Memphis,,TN,$15.20,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,State Federation,,,TN,$4.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Florida State Federation,,,,$18.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Rose Art Club,Spokane,,WA,$2.50,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Northside Embroidery Club,Atlanta,,GA,$2.50,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Kensington Art Club,Pasadena,,CA,$5.15,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Club,Cincinnati,,OH,$4.00,,,,https://drive.google.com/open?id=1uc0KQuKZddYU1RgigMA8Xx4rc0GV4y5t,
1920,,Sewing Circle Bluegrass Baptist Church,,,,$3.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Chicago City Federation,Chicago,,IL,$18.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Kensington Art Club,Pasadena,,CA,$2.10,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Harmony Art and Literary Club,Kansas City,,MO,$3.60,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,True Link Club,Louisville,,KY,$3.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Council of Colored Women,Richmond,,VA,$15.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Straight Co-operative Club,New Orleans,,LA,$4.50,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Phyllis Wheatley Domestic Science Club,Oklahoma City,,OK,$2.80,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,City Federation of Cincinnati,Cincinnati,,OH,$7.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Sojourner Truth Industrial Club,Los Angeles,,CA,$15.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Woman's Council,Indianapolis,,IN,$6.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,State Federation of Missouri,,,MO,$12.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Helping Hand Mission Circle,Hannibal,,MO,$3.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Postoffice Girls' Club,Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Charleston West Virginia Women's Improvement League,,,VA,$5.75,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Jennie McLain's Club,Bloomington,,IL,$2.40,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Evansville Federation of Colored Women's Clubs,,,,$18.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Mutual Improvement Club,Oberlin,,OH,$13.50,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Ladies' Mutual Improvement Club,Madisonville,,OH,$1.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Optimist Club,Cincinnati,,OH,$4.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Women's Civic Club,Portland,,OR,$2.50,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Woman's Sunshine Club,Eufaula,,OK,$3.00,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,King's Daughters Calvary Baptist Church,Louisville,,KY,$4.50,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,,Mite Missionary Society,Hannibal,,MO,$1.50,,,,https://drive.google.com/open?id=1acV5ciVeT8hkbtrYmklJ-_vqn2aOMmL7,
1920,Mrs Alice Mason,,Kansas City,,MO,$2.50,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,American Beauty Study and Art Club,Nashville,,TN,$2.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Volunteer Workers' Charity Club,Chicago,,IL,$14.40,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Social Settlement Club,Chicago,,IL,$4.50,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,National Historical Assistant Board,Louisville,,KY,$4.50,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,State Federation of Colorado,,,CO,$12.50,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Alpha Art Club,Gary,,IN,$3.15,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Fortnightly Reading Club,Columbus,,OH,$6.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Mary B Talbert Club,Palestine,,TX,$4.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,New Jersey State Federation,,,NJ,$30.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Northwestern Federation,,,,$8.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Pearl Club Butte,,,MT,$5.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Accacia rose Cirlce,Knoxville,,TN,$2.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,College Society,Lexington,,KY,$3.50,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
1920,,Galeda Club,Upper Lexington,,KY,$4.00,,,,https://drive.google.com/open?id=1SJt-EvtU-DSezWhDL-E646Q2QaO6aR9Q,
